202746,36.405765533,-97.890121460,36.440151215,-97.877189636, M, S1200, N Van Buren Byp,OK,Y,1309.30
202747,36.419967651,-97.872779846,36.443233490,-97.872451782, M, S1200, N 4th St,OK,Y,789.30
202748,35.314907074,-97.943984985,35.315914154,-97.943756104, M, S1200, N W 2nd St,OK,Y,34.70
202750,34.163871765,-98.001457214,34.169586182,-98.005584717, M, S1200, N Main St,OK,Y,245.40
202753,35.985450745,-97.910125732,35.985858917,-97.909782410, M, S1200, N Chisholm Trl,OK,Y,16.83
202755,35.958621979,-97.595512390,35.961166382,-97.595489502, M, S1200, N Grand St,OK,Y,86.16
202756,35.800521851,-97.674133301,35.842235565,-97.674346924, M, S1200, N Euclid St,OK,Y,1413.92
202757,35.142852783,-97.658332825,35.143829346,-97.658340454, M, S1200, N Main Ave,OK,Y,33.11
202759,35.771358490,-95.402503967,35.790809631,-95.402542114, M, S1200, N 32nd St,OK,Y,659.32
202760,36.289665222,-97.285804749,36.295707703,-97.285789490, M, S1200, N 6th St,OK,Y,204.74
202762,35.646678925,-95.962089539,35.646842957,-95.962089539, M, S1200, N Wood Dr,OK,Y,5.56
202763,35.646842957,-95.962089539,35.673435211,-95.962081909, M, S1200, N Wood Dr,OK,Y,901.34
202765,36.161102295,-96.105735779,36.169925690,-96.102294922, M, S1200, N McKinley Rd,OK,Y,334.57
202766,36.174640656,-96.101509094,36.176513672,-96.101623535, M, S1200, N McKinley Ave,OK,Y,73.64
202768,36.308975220,-96.464035034,36.318584442,-96.464241028, M, S1200, N Broadway St,OK,Y,325.80
202769,35.981056213,-96.772682190,35.985168457,-96.772689819, M, S1200, N Cleveland Ave,OK,Y,139.37
202770,34.822666168,-95.849891663,34.728710175,-95.898544312, U, S1200, N US Hwy 69,OK,Y,3524.34
202771,35.386295319,-96.912078857,35.380779266,-96.912086487, M, S1200, N Harrison St,OK,Y,187.49
202772,35.421707153,-99.655685425,35.604942322,-99.672142029, M, S1200, N 1870,OK,Y,6301.89
202773,36.191539764,-95.733886719,36.193271637,-95.732177734, S, S1200, N State Hwy 66,OK,Y,75.06
202774,35.158729553,-96.493392944,35.163032532,-96.493385315, M, S1200, N Mekusukey Ave,OK,Y,145.84
